,adhyaya,pada,sutra num,sutra
815,3.0,3.2,3.2.47,गमश्च
816,3.0,3.2,3.2.48,अन्तात्यन्ताध्वदूरपारसर्वानन्तेषु डः
817,3.0,3.2,3.2.49,आशिषि हनः
818,3.0,3.2,3.2.50,अपे क्लेशतमसोः
819,3.0,3.2,3.2.51,कुमारशीर्षयोर्णिनिः
820,3.0,3.2,3.2.52,लक्षणे जायापत्योष्टक्
821,3.0,3.2,3.2.53,अमनुष्यकर्तृके च
822,3.0,3.2,3.2.54,शक्तौ हस्तिकपाटयोः
823,3.0,3.2,3.2.55,पाणिघताडघौ शिल्पिनि
824,3.0,3.2,3.2.56,आढ्यसुभगस्थूलपलितनग्नान्धप्रियेषु च्व्य्र्थेष्वच्वौ कृञः करणे ख्युन्
825,3.0,3.2,3.2.57,कर्तरि भुवः खिष्णुच्खुकञौ
826,3.0,3.2,3.2.58,स्पृशोऽनुदके क्विन्
827,3.0,3.2,3.2.59,ऋत्विग्दधृक्स्रग्दिगुष्णिगञ्चुयुजिक्रुञ्चां च
828,3.0,3.2,3.2.60,त्यदादिषु दृशोऽनालोचने कञ् च
829,3.0,3.2,3.2.61,सत्सूद्विषद्रुहदुहयुजविदभिदच्छिदजिनीराजामुपसर्गेऽपि क्विप्‌
830,3.0,3.2,3.2.62,भजो ण्विः
831,3.0,3.2,3.2.63,छन्दसि सहः
832,3.0,3.2,3.2.64,वहश्च
833,3.0,3.2,3.2.65,कव्यपुरीषपुरीष्येषु ञ्युट्
834,3.0,3.2,3.2.66,हव्येऽनन्तः पादम्
835,3.0,3.2,3.2.67,जनसनखनक्रमगमो विट्
836,3.0,3.2,3.2.68,अदोऽनन्ने
837,3.0,3.2,3.2.69,क्रव्ये च
838,3.0,3.2,3.2.70,दुहः कब् घश्च
839,3.0,3.2,3.2.71,मन्त्रे श्वेतवहौक्थशस्पुरोडाशो ण्विन्
840,3.0,3.2,3.2.72,अवे यजः
841,3.0,3.2,3.2.73,विजुपे छन्दसि
842,3.0,3.2,3.2.74,आतो मनिन्क्वनिप्वनिपश्च
843,3.0,3.2,3.2.75,अन्येभ्योऽपि दृश्यन्ते
844,3.0,3.2,3.2.76,क्विप् च
845,3.0,3.2,3.2.77,स्थः क च
846,3.0,3.2,3.2.78,सुप्यजातौ णिनिस्ताच्छिल्ये
847,3.0,3.2,3.2.79,कर्तर्युपमाने
848,3.0,3.2,3.2.80,व्रते
849,3.0,3.2,3.2.81,बहुलमाभीक्ष्ण्ये
850,3.0,3.2,3.2.82,मनः
851,3.0,3.2,3.2.83,आत्ममाने खश्च
852,3.0,3.2,3.2.84,भूते
853,3.0,3.2,3.2.85,करणे यजः
854,3.0,3.2,3.2.86,कर्मणि हनः
855,3.0,3.2,3.2.87,ब्रह्मभ्रूणवृत्रेषु क्विप्‌
856,3.0,3.2,3.2.88,बहुलं छन्दसि
857,3.0,3.2,3.2.89,सुकर्मपापमन्त्रपुण्येषु कृञः
858,3.0,3.2,3.2.90,सोमे सुञः
859,3.0,3.2,3.2.91,अग्नौ चेः
860,3.0,3.2,3.2.92,कर्मण्यग्न्याख्यायाम्
861,3.0,3.2,3.2.93,कर्मणीनिर्विक्रियः
862,3.0,3.2,3.2.94,दृशेः क्वनिप्‌
863,3.0,3.2,3.2.95,राजनि युधिकृञः
864,3.0,3.2,3.2.96,सहे च
865,3.0,3.2,3.2.97,सप्तम्यां जनेर्डः
866,3.0,3.2,3.2.98,पञ्चम्यामजातौ
867,3.0,3.2,3.2.99,उपसर्गे च संज्ञायाम्
868,3.0,3.2,3.2.100,अनौ कर्मणि
869,3.0,3.2,3.2.101,अन्येष्वपि दृश्यते
870,3.0,3.2,3.2.102,निष्ठा
871,3.0,3.2,3.2.103,सुयजोर्ङ्वनिप्‌
872,3.0,3.2,3.2.104,जीर्यतेरतृन्
873,3.0,3.2,3.2.105,छन्दसि लिट्
874,3.0,3.2,3.2.106,लिटः कानज्वा
875,3.0,3.2,3.2.107,क्वसुश्च
876,3.0,3.2,3.2.108,भाषायां सदवसश्रुवः
877,3.0,3.2,3.2.109,उपेयिवाननाश्वाननूचानश्च
878,3.0,3.2,3.2.110,लुङ्
879,3.0,3.2,3.2.111,अनद्यतने लङ्
880,3.0,3.2,3.2.112,अभिज्ञावचने लृट्
881,3.0,3.2,3.2.113,न यदि
882,3.0,3.2,3.2.114,विभाषा साकाङ्क्षे
883,3.0,3.2,3.2.115,परोक्षे लिट्
884,3.0,3.2,3.2.116,हशश्वतोर्लङ् च
885,3.0,3.2,3.2.117,प्रश्ने चासन्नकाले
886,3.0,3.2,3.2.118,लट् स्मे
887,3.0,3.2,3.2.119,अपरोक्षे च
888,3.0,3.2,3.2.120,ननौ पृष्टप्रतिवचने
889,3.0,3.2,3.2.121,नन्वोर्विभाषा
890,3.0,3.2,3.2.122,पुरि लुङ् चास्मे
891,3.0,3.2,3.2.123,वर्तमाने लँट्
892,3.0,3.2,3.2.124,लटः शतृशानचावप्रथमासमानाधिकरणे
893,3.0,3.2,3.2.125,सम्बोधने च
894,3.0,3.2,3.2.126,लक्षणहेत्वोः क्रियायाः
895,3.0,3.2,3.2.127,तौ सत्‌
896,3.0,3.2,3.2.128,पूङ्यजोः शानन्
897,3.0,3.2,3.2.129,ताच्छील्यवयोवचनशक्तिषु चानश्
898,3.0,3.2,3.2.130,इङ्धार्योः शत्रकृच्छ्रिणि
899,3.0,3.2,3.2.131,द्विषोऽमित्रे
900,3.0,3.2,3.2.132,सुञो यज्ञसंयोगे
901,3.0,3.2,3.2.133,अर्हः पूजायाम्
902,3.0,3.2,3.2.134,आक्वेस्तच्छीलतद्धर्मतत्साधुकारिषु
903,3.0,3.2,3.2.135,तृन्
904,3.0,3.2,3.2.136,अलंकृञ्निराकृञ्प्रजनोत्पचोत्पतोन्मदरुच्यपत्रपवृतुवृधुसहचर इष्णुच्
905,3.0,3.2,3.2.137,णेश्छन्दसि
906,3.0,3.2,3.2.138,भुवश्च
907,3.0,3.2,3.2.139,ग्लाजिस्थश्च ग्स्नुः
908,3.0,3.2,3.2.140,त्रसिगृधिधृषिक्षिपेः क्नुः
909,3.0,3.2,3.2.141,शमित्यष्टाभ्यो घिनुण्
910,3.0,3.2,3.2.142,संपृचानुरुधाङ्यमाङ्यसपरिसृसंसृजपरिदेविसंज्वरपरिक्षिपपरिरटपरिवदपरिदहपरिमुहदुषद्विषद्रुहदुहयुजाक्रीडविविचत्यजरजभजातिचरापचरामुषाभ्याहनश्च
911,3.0,3.2,3.2.143,वौ कषलसकत्थस्रम्भः
912,3.0,3.2,3.2.144,अपे च लषः
913,3.0,3.2,3.2.145,प्रे लपसृद्रुमथवदवसः
914,3.0,3.2,3.2.146,निन्दहिंसक्लिशखादविनाशपरिक्षिपपरिरटपरिवादिव्याभाषासूञो वुञ्
915,3.0,3.2,3.2.147,देविक्रुशोश्चोपसर्गे
916,3.0,3.2,3.2.148,चलनशब्दार्थादकर्मकाद्युच्
917,3.0,3.2,3.2.149,अनुदात्तेतश्च हलादेः
918,3.0,3.2,3.2.150,जुचङ्क्रम्यदन्द्रम्यसृगृधिज्वलशुचलषपतपदः
919,3.0,3.2,3.2.151,क्रुधमण्डार्थेभ्यश्च
920,3.0,3.2,3.2.152,न यः
921,3.0,3.2,3.2.153,सूददीपदीक्षश्च
922,3.0,3.2,3.2.154,लषपतपदस्थाभूवृषहनकमगमशॄभ्य उकञ्
923,3.0,3.2,3.2.155,जल्पभिक्षकुट्टलुण्टवृङः षाकन्
924,3.0,3.2,3.2.156,प्रजोरिनिः
925,3.0,3.2,3.2.157,जिदृक्षिविश्रीण्वमाव्यथाभ्यमपरिभूप्रसूभ्यश्च
926,3.0,3.2,3.2.158,स्पृहिगृहिपतिदयिनिद्रातन्द्राश्रद्धाभ्य आलुच्
927,3.0,3.2,3.2.159,दाधेट्सिशदसदो रुः
928,3.0,3.2,3.2.160,सृघस्यदः क्मरच्
929,3.0,3.2,3.2.161,भञ्जभासमिदो घुरच्
930,3.0,3.2,3.2.162,विदिभिदिच्छिदेः कुरच्
931,3.0,3.2,3.2.163,इण्नश्जिसर्त्तिभ्यः क्वरप्‌
932,3.0,3.2,3.2.164,गत्वरश्च
933,3.0,3.2,3.2.165,जागुरूकः
934,3.0,3.2,3.2.166,यजजपदशां यङः
935,3.0,3.2,3.2.167,नमिकम्पिस्म्यजसकमहिंसदीपो रः
936,3.0,3.2,3.2.168,सनाशंसभिक्ष उः
937,3.0,3.2,3.2.169,विन्दुरिच्छुः
938,3.0,3.2,3.2.170,क्याच्छन्दसि
939,3.0,3.2,3.2.171,आदृगमहनजनः किकिनौ लिट् च
940,3.0,3.2,3.2.172,स्वपितृषोर्नजिङ्
941,3.0,3.2,3.2.173,शॄवन्द्योरारुः
942,3.0,3.2,3.2.174,भियः क्रुक्लुकनौ
943,3.0,3.2,3.2.175,स्थेशभासपिसकसो वरच्
944,3.0,3.2,3.2.176,यश्च यङः
945,3.0,3.2,3.2.177,भ्राजभासधुर्विद्युतोर्जिपॄजुग्रावस्तुवः क्विप्‌
946,3.0,3.2,3.2.178,अन्येभ्योऽपि दृश्यते
947,3.0,3.2,3.2.179,भुवः संज्ञाऽन्तरयोः
948,3.0,3.2,3.2.180,विप्रसम्भ्यो ड्वसंज्ञायाम्
949,3.0,3.2,3.2.181,धः कर्मणि ष्ट्रन्
950,3.0,3.2,3.2.182,दाम्नीशसयुयुजस्तुतुदसिसिचमिहपतदशनहः करणे
951,3.0,3.2,3.2.183,हलसूकरयोः पुवः
952,3.0,3.2,3.2.184,अर्तिलूधूसूखनसहचर इत्रः
953,3.0,3.2,3.2.185,पुवः संज्ञायाम्
954,3.0,3.2,3.2.186,कर्तरि चर्षिदेवतयोः
955,3.0,3.2,3.2.187,ञीतः क्तः
956,3.0,3.2,3.2.188,मतिबुद्धिपूजार्थेभ्यश्च
957,3.0,3.3,3.3.1,उणादयो बहुलम्
958,3.0,3.3,3.3.2,भूतेऽपि दृश्यन्ते
959,3.0,3.3,3.3.3,भविष्यति गम्यादयः
960,3.0,3.3,3.3.4,यावत्पुरानिपातयोर्लट्
961,3.0,3.3,3.3.5,विभाषा कदाकर्ह्योः
962,3.0,3.3,3.3.6,किंवृत्ते लिप्सायाम्
963,3.0,3.3,3.3.7,लिप्स्यमानसिद्धौ च
964,3.0,3.3,3.3.8,लोडर्थलक्षणे च
965,3.0,3.3,3.3.9,लिङ् चोर्ध्वमौहूर्तिके
966,3.0,3.3,3.3.10,तुमुन्ण्वुलौ क्रियायां क्रियार्थायाम्‌
967,3.0,3.3,3.3.11,भाववचनाश्च
968,3.0,3.3,3.3.12,अण् कर्मणि च
969,3.0,3.3,3.3.13,लृट् शेषे च
970,3.0,3.3,3.3.14,लृटः सद् वा
971,3.0,3.3,3.3.15,अनद्यतने लुट्
972,3.0,3.3,3.3.16,पदरुजविशस्पृशो घञ्
973,3.0,3.3,3.3.17,सृ स्थिरे
974,3.0,3.3,3.3.18,भावे
975,3.0,3.3,3.3.19,अकर्तरि च कारके संज्ञायाम्
976,3.0,3.3,3.3.20,परिमाणाख्यायां सर्वेभ्यः
977,3.0,3.3,3.3.21,इङश्च
978,3.0,3.3,3.3.22,उपसर्गे रुवः
979,3.0,3.3,3.3.23,समि युद्रुदुवः
980,3.0,3.3,3.3.24,श्रिणीभुवोऽनुपसर्गे
981,3.0,3.3,3.3.25,वौ क्षुश्रुवः
982,3.0,3.3,3.3.26,अवोदोर्नियः
983,3.0,3.3,3.3.27,प्रे द्रुस्तुस्रुवः
984,3.0,3.3,3.3.28,निरभ्योः पूल्वोः
985,3.0,3.3,3.3.29,उन्न्योर्ग्रः
986,3.0,3.3,3.3.30,कॄ धान्ये
987,3.0,3.3,3.3.31,यज्ञे समि स्तुवः
988,3.0,3.3,3.3.32,प्रे स्त्रोऽयज्ञे
989,3.0,3.3,3.3.33,प्रथने वावशब्दे
990,3.0,3.3,3.3.34,छन्दोनाम्नि च
991,3.0,3.3,3.3.35,उदि ग्रहः
992,3.0,3.3,3.3.36,समि मुष्टौ
993,3.0,3.3,3.3.37,परिन्योर्नीणोर्द्यूताभ्रेषयोः
994,3.0,3.3,3.3.38,परावनुपात्यय इणः
995,3.0,3.3,3.3.39,व्युपयोः शेतेः पर्याये
996,3.0,3.3,3.3.40,हस्तादाने चेरस्तेये
997,3.0,3.3,3.3.41,निवासचितिशरीरोपसमाधानेष्वादेश्च कः
998,3.0,3.3,3.3.42,संघे चानौत्तराधर्ये
999,3.0,3.3,3.3.43,कर्मव्यतिहारे णच् स्त्रियाम्
1000,3.0,3.3,3.3.44,अभिविधौ भाव इनुण्
1001,3.0,3.3,3.3.45,आक्रोशेऽवन्योर्ग्रहः
1002,3.0,3.3,3.3.46,प्रे लिप्सायाम्
1003,3.0,3.3,3.3.47,परौ यज्ञे
1004,3.0,3.3,3.3.48,नौ वृ धान्ये
1005,3.0,3.3,3.3.49,उदि श्रयतियौतिपूद्रुवः
1006,3.0,3.3,3.3.50,विभाषाऽऽङि रुप्लुवोः
1007,3.0,3.3,3.3.51,अवे ग्रहो वर्षप्रतिबन्धे
1008,3.0,3.3,3.3.52,प्रे वणिजाम्
1009,3.0,3.3,3.3.53,रश्मौ च
1010,3.0,3.3,3.3.54,वृणोतेराच्छादने
1011,3.0,3.3,3.3.55,परौ भुवोऽवज्ञाने
1012,3.0,3.3,3.3.56,एरच्
1013,3.0,3.3,3.3.57,ऋदोरप्‌
1014,3.0,3.3,3.3.58,ग्रहवृदृनिश्चिगमश्च
1015,3.0,3.3,3.3.59,उपसर्गेऽदः
1016,3.0,3.3,3.3.60,नौ ण च
1017,3.0,3.3,3.3.61,व्यधजपोरनुपसर्गे
1018,3.0,3.3,3.3.62,स्वनहसोर्वा
1019,3.0,3.3,3.3.63,यमः समुपनिविषु
1020,3.0,3.3,3.3.64,नौ गदनदपठस्वनः
1021,3.0,3.3,3.3.65,क्वणो वीणायां च
1022,3.0,3.3,3.3.66,नित्यं पणः परिमाणे
1023,3.0,3.3,3.3.67,मदोऽनुपसर्गे
1024,3.0,3.3,3.3.68,प्रमदसम्मदौ हर्षे
1025,3.0,3.3,3.3.69,समुदोरजः पशुषु
1026,3.0,3.3,3.3.70,अक्षेषु ग्लहः
1027,3.0,3.3,3.3.71,प्रजने सर्तेः
1028,3.0,3.3,3.3.72,ह्वः सम्प्रसारणं च न्यभ्युपविषु
1029,3.0,3.3,3.3.73,आङि युद्धे
1030,3.0,3.3,3.3.74,निपानमाहावः
1031,3.0,3.3,3.3.75,भावेऽनुपसर्गस्य
1032,3.0,3.3,3.3.76,हनश्च वधः
1033,3.0,3.3,3.3.77,मूर्तौ घनः
1034,3.0,3.3,3.3.78,अन्तर्घनो देशे
1035,3.0,3.3,3.3.79,अगारैकदेशे प्रघणः प्रघाणश्च
1036,3.0,3.3,3.3.80,उद्घनोऽत्याधानम्
1037,3.0,3.3,3.3.81,अपघनोऽङ्गम्
1038,3.0,3.3,3.3.82,करणेऽयोविद्रुषु
1039,3.0,3.3,3.3.83,स्तम्बे क च
1040,3.0,3.3,3.3.84,परौ घः
1041,3.0,3.3,3.3.85,उपघ्न आश्रये
1042,3.0,3.3,3.3.86,संघोद्घौ गणप्रशंसयोः
1043,3.0,3.3,3.3.87,निघो निमितम्
1044,3.0,3.3,3.3.88,ड्वितः क्त्रिः
1045,3.0,3.3,3.3.89,ट्वितोऽथुच्
1046,3.0,3.3,3.3.90,यजयाचयतविच्छप्रच्छरक्षो नङ्
1047,3.0,3.3,3.3.91,स्वपो नन्
1048,3.0,3.3,3.3.92,उपसर्गे घोः किः
1049,3.0,3.3,3.3.93,कर्मण्यधिकरणे च
1050,3.0,3.3,3.3.94,स्त्रियां क्तिन्
1051,3.0,3.3,3.3.95,स्थागापापचां भावे
1052,3.0,3.3,3.3.96,मन्त्रे वृषेषपचमनविदभूवीरा उदात्तः
1053,3.0,3.3,3.3.97,ऊतियूतिजूतिसातिहेतिकीर्तयश्च
1054,3.0,3.3,3.3.98,व्रजयजोर्भावे क्यप्‌
1055,3.0,3.3,3.3.99,संज्ञायां समजनिषदनिपतमनविदषुञ्शीङ्भृञिणः
1056,3.0,3.3,3.3.100,कृञः श च
1057,3.0,3.3,3.3.101,इच्छा
1058,3.0,3.3,3.3.102,अ प्रत्ययात्‌
1059,3.0,3.3,3.3.103,गुरोश्च हलः
1060,3.0,3.3,3.3.104,षिद्भिदादिभ्योऽङ्
1061,3.0,3.3,3.3.105,चिन्तिपूजिकथिकुम्बिचर्चश्च
1062,3.0,3.3,3.3.106,आतश्चोपसर्गे
1063,3.0,3.3,3.3.107,ण्यासश्रन्थो युच्
1064,3.0,3.3,3.3.108,रोगाख्यायां ण्वुल् बहुलम्
1065,3.0,3.3,3.3.109,संज्ञायाम्
1066,3.0,3.3,3.3.110,विभाषाऽऽख्यानपरिप्रश्नयोरिञ् च
1067,3.0,3.3,3.3.111,पर्यायार्हर्णोत्पत्तिषु ण्वुच्
1068,3.0,3.3,3.3.112,आक्रोशे नञ्यनिः
1069,3.0,3.3,3.3.113,कृत्यल्युटो बहुलम्
1070,3.0,3.3,3.3.114,नपुंसके भावे क्तः
1071,3.0,3.3,3.3.115,ल्युट् च
1072,3.0,3.3,3.3.116,कर्मणि च येन संस्पर्शात्‌ कर्तुः शरीरसुखम्
1073,3.0,3.3,3.3.117,करणाधिकरणयोश्च
1074,3.0,3.3,3.3.118,पुंसि संज्ञायां घः प्रायेण
1075,3.0,3.3,3.3.119,गोचरसंचरवहव्रजव्यजापणनिगमाश्च
1076,3.0,3.3,3.3.120,अवे तॄस्त्रोर्घञ्
1077,3.0,3.3,3.3.121,हलश्च
1078,3.0,3.3,3.3.122,अध्यायन्यायोद्यावसंहाराधारावयाश्च
1079,3.0,3.3,3.3.123,उदङ्कोऽनुदके
1080,3.0,3.3,3.3.124,जालमानायः
1081,3.0,3.3,3.3.125,खनो घ च
1082,3.0,3.3,3.3.126,ईषद्दुःसुषु कृच्छ्राकृच्छ्रार्थेषु खल्
1083,3.0,3.3,3.3.127,कर्तृकर्मणोश्च भूकृञोः
1084,3.0,3.3,3.3.128,आतो युच्
1085,3.0,3.3,3.3.129,छन्दसि गत्यर्थेभ्यः
1086,3.0,3.3,3.3.130,अन्येभ्योऽपि दृश्यते
1087,3.0,3.3,3.3.131,वर्तमानसामीप्ये वर्तमानवद्वा
1088,3.0,3.3,3.3.132,आशंसायां भूतवच्च
1089,3.0,3.3,3.3.133,क्षिप्रवचने लृट्
1090,3.0,3.3,3.3.134,आशंसावचने लिङ्
1091,3.0,3.3,3.3.135,नानद्यतनवत्‌ क्रियाप्रबन्धसामीप्ययोः
1092,3.0,3.3,3.3.136,भविष्यति मर्यादावचनेऽवरस्मिन्
1093,3.0,3.3,3.3.137,कालविभागे चानहोरात्राणाम्
1094,3.0,3.3,3.3.138,परस्मिन् विभाषा
1095,3.0,3.3,3.3.139,लिङ्‌निमित्ते लृङ् क्रियाऽतिपत्तौ
1096,3.0,3.3,3.3.140,भूते च
1097,3.0,3.3,3.3.141,वोताप्योः
1098,3.0,3.3,3.3.142,गर्हायां लडपिजात्वोः
1099,3.0,3.3,3.3.143,विभाषा कथमि लिङ् च
1100,3.0,3.3,3.3.144,किंवृत्ते लिङ्लृटौ
1101,3.0,3.3,3.3.145,अनवकॢप्त्यमर्षयोरकिंवृत्ते अपि
1102,3.0,3.3,3.3.146,किंकिलास्त्यर्थेषु लृट्
1103,3.0,3.3,3.3.147,जातुयदोर्लिङ्
1104,3.0,3.3,3.3.148,यच्चयत्रयोः
1105,3.0,3.3,3.3.149,गर्हायां च
1106,3.0,3.3,3.3.150,चित्रीकरणे च
1107,3.0,3.3,3.3.151,शेषे लृडयदौ
1108,3.0,3.3,3.3.152,उताप्योः समर्थयोर्लिङ्
1109,3.0,3.3,3.3.153,कामप्रवेदनेऽकच्चिति
1110,3.0,3.3,3.3.154,सम्भवानेऽलमिति चेत्‌ सिद्धाप्रयोगे
1111,3.0,3.3,3.3.155,विभाषा धातौ सम्भावनवचनेऽयदि
1112,3.0,3.3,3.3.156,हेतुहेतुमतोर्लिङ्
1113,3.0,3.3,3.3.157,इच्छार्थेषु लिङ्लोटौ
1114,3.0,3.3,3.3.158,समानकर्तृकेषु तुमुन्
1115,3.0,3.3,3.3.159,लिङ् च
1116,3.0,3.3,3.3.160,इच्छार्थेभ्यो विभाषा वर्तमाने
1117,3.0,3.3,3.3.161,विधिनिमन्‍त्रणामन्‍त्रणाधीष्‍टसंप्रश्‍नप्रार्थनेषु लिङ्
1118,3.0,3.3,3.3.162,लोट् च
1119,3.0,3.3,3.3.163,प्रैषातिसर्गप्राप्तकालेषु कृत्याश्च
1120,3.0,3.3,3.3.164,लिङ् चोर्ध्वमौहूर्तिके
1121,3.0,3.3,3.3.165,स्मे लोट्
1122,3.0,3.3,3.3.166,अधीष्टे च
1123,3.0,3.3,3.3.167,कालसमयवेलासु तुमुन्
1124,3.0,3.3,3.3.168,लिङ् यदि
1125,3.0,3.3,3.3.169,अर्हे कृत्यतृचश्च
1126,3.0,3.3,3.3.170,आवश्यकाधमर्ण्ययोर्णिनिः
1127,3.0,3.3,3.3.171,कृत्याश्च
1128,3.0,3.3,3.3.172,शकि लिङ् च
1129,3.0,3.3,3.3.173,आशिषि लिङ्लोटौ
1130,3.0,3.3,3.3.174,क्तिच्क्तौ च संज्ञायाम्
1131,3.0,3.3,3.3.175,माङि लुङ्
1132,3.0,3.3,3.3.176,स्मोत्तरे लङ् च
1133,3.0,3.4,3.4.1,धातुसम्बन्धे प्रत्ययाः
1134,3.0,3.4,3.4.2,क्रियासमभिहारे लोट्; लोटो हिस्वौ; वा च तध्वमोः
1135,3.0,3.4,3.4.3,समुच्चयेऽन्यतरस्याम्
1136,3.0,3.4,3.4.4,यथाविध्यनुप्रयोगः पूर्वस्मिन्
1137,3.0,3.4,3.4.5,समुच्चये सामान्यवचनस्य
1138,3.0,3.4,3.4.6,छन्दसि लुङ्लङ्लिटः
1139,3.0,3.4,3.4.7,लिङर्थे लेट्
1140,3.0,3.4,3.4.8,उपसंवादाशङ्कयोश्च
1141,3.0,3.4,3.4.9,तुमर्थे सेसेनसेअसेन्क्सेकसेनध्यैअध्यैन्कध्यैकध्यैन्शध्यैशध्यैन्तवैतवेङ्तवेनः
1142,3.0,3.4,3.4.10,प्रयै रोहिष्यै अव्यथिष्यै
1143,3.0,3.4,3.4.11,दृशे विख्ये च
1144,3.0,3.4,3.4.12,शकि णमुल्कमुलौ
1145,3.0,3.4,3.4.13,ईश्वरे तोसुन्कसुनौ
1146,3.0,3.4,3.4.14,कृत्यार्थे तवैकेन्केन्यत्वनः
1147,3.0,3.4,3.4.15,अवचक्षे च
1148,3.0,3.4,3.4.16,भावलक्षणे स्थेण्कृञ्वदिचरिहुतमिजनिभ्यस्तोसुन्
1149,3.0,3.4,3.4.17,सृपितृदोः कसुन्
1150,3.0,3.4,3.4.18,अलङ्खल्वोः प्रतिषेधयोः प्राचां क्त्वा
1151,3.0,3.4,3.4.19,उदीचां माङो व्यतीहारे
1152,3.0,3.4,3.4.20,परावरयोगे च
1153,3.0,3.4,3.4.21,समानकर्तृकयोः पूर्वकाले
1154,3.0,3.4,3.4.22,आभीक्ष्ण्ये णमुल् च
1155,3.0,3.4,3.4.23,न यद्यनाकाङ्क्षे
1156,3.0,3.4,3.4.24,विभाषाऽग्रेप्रथमपूर्वेषु
1157,3.0,3.4,3.4.25,कर्मण्याक्रोशे कृञः खमुञ्
1158,3.0,3.4,3.4.26,स्वादुमि णमुल्
1159,3.0,3.4,3.4.27,अन्यथैवंकथमित्थंसु सिद्धाप्रयोगश्चेत्‌
1160,3.0,3.4,3.4.28,यथातथयोरसूयाप्रतिवचने
1161,3.0,3.4,3.4.29,कर्मणि दृशिविदोः साकल्ये
1162,3.0,3.4,3.4.30,यावति विन्दजीवोः
1163,3.0,3.4,3.4.31,चर्मोदरयोः पूरेः
1164,3.0,3.4,3.4.32,वर्षप्रमाण ऊलोपश्चास्यान्यतरस्याम्
1165,3.0,3.4,3.4.33,चेले क्नोपेः
1166,3.0,3.4,3.4.34,निमूलसमूलयोः कषः
1167,3.0,3.4,3.4.35,शुष्कचूर्णरूक्षेषु पिषः
1168,3.0,3.4,3.4.36,समूलाकृतजीवेषु हन्कृञ्ग्रहः
1169,3.0,3.4,3.4.37,करणे हनः
1170,3.0,3.4,3.4.38,स्नेहने पिषः
1171,3.0,3.4,3.4.39,हस्ते वर्त्तिग्रहोः
1172,3.0,3.4,3.4.40,स्वे पुषः
1173,3.0,3.4,3.4.41,अधिकरणे बन्धः
1174,3.0,3.4,3.4.42,संज्ञायाम्
1175,3.0,3.4,3.4.43,कर्त्रोर्जीवपुरुषयोर्नशिवहोः
1176,3.0,3.4,3.4.44,ऊर्ध्वे शुषिपूरोः
1177,3.0,3.4,3.4.45,उपमाने कर्मणि च
1178,3.0,3.4,3.4.46,कषादिषु यथाविध्यनुप्रयोगः
1179,3.0,3.4,3.4.47,उपदंशस्तृतीयायाम्
1180,3.0,3.4,3.4.48,हिंसार्थानां च समानकर्मकाणाम्
1181,3.0,3.4,3.4.49,सप्तम्यां चोपपीडरुधकर्षः
1182,3.0,3.4,3.4.50,समासत्तौ
1183,3.0,3.4,3.4.51,प्रमाणे च
1184,3.0,3.4,3.4.52,अपादाने परीप्सायाम्
1185,3.0,3.4,3.4.53,द्वितीयायां च
1186,3.0,3.4,3.4.54,स्वाङ्गेऽध्रुवे
1187,3.0,3.4,3.4.55,परिक्लिश्यमाने च
1188,3.0,3.4,3.4.56,विशिपतिपदिस्कन्दां व्याप्यमानासेव्यमानयोः
1189,3.0,3.4,3.4.57,अस्यतितृषोः क्रियाऽन्तरे कालेषु
1190,3.0,3.4,3.4.58,नाम्न्यादिशिग्रहोः
1191,3.0,3.4,3.4.59,अव्ययेऽयथाभिप्रेताख्याने कृञः क्त्वाणमुलौ
1192,3.0,3.4,3.4.60,तिर्यच्यपवर्गे
1193,3.0,3.4,3.4.61,स्वाङ्गे तस्प्रत्यये कृभ्वोः
1194,3.0,3.4,3.4.62,नाधाऽर्थप्रत्यये च्व्यर्थे
1195,3.0,3.4,3.4.63,तूष्णीमि भुवः
1196,3.0,3.4,3.4.64,अन्वच्यानुलोम्ये
1197,3.0,3.4,3.4.65,शकधृषज्ञाग्लाघटरभलभक्रमसहार्हास्त्यर्थेषु तुमुन्
1198,3.0,3.4,3.4.66,पर्याप्तिवचनेष्वलमर्थेषु
1199,3.0,3.4,3.4.67,कर्तरि कृत्‌
1200,3.0,3.4,3.4.68,भव्यगेयप्रवचनीयोपस्थानीयजन्याप्लाव्यापात्या वा
1201,3.0,3.4,3.4.69,लः कर्मणि च भावे चाकर्मकेभ्यः.
1202,3.0,3.4,3.4.70,तयोरेव कृत्यक्तखलर्थाः
1203,3.0,3.4,3.4.71,अदिकर्मणि क्तः कर्तरि च
1204,3.0,3.4,3.4.72,गत्यर्थाकर्मकश्लिषशीङ्स्थाऽऽसवसजनरुहजीर्यतिभ्यश्च
1205,3.0,3.4,3.4.73,दाशगोघ्नौ सम्प्रदाने
1206,3.0,3.4,3.4.74,भीमादयोऽपादाने
1207,3.0,3.4,3.4.75,ताभ्यामन्यत्रोणादयः
1208,3.0,3.4,3.4.76,क्तोऽधिकरणे च ध्रौव्यगतिप्रत्यवसानार्थेभ्यः
1209,3.0,3.4,3.4.77,लस्य
1210,3.0,3.4,3.4.78,तिप्तस्झिसिप्थस्थमिब्वस्मस् तातांझथासाथांध्वमिड्वहिमहिङ्
1211,3.0,3.4,3.4.79,टित आत्मनेपदानां टेरे
1212,3.0,3.4,3.4.80,थासस्से
1213,3.0,3.4,3.4.81,लिटस्तझयोरेशिरेच्
