,adhyaya,pada,sutra num,sutra,count
997,3.0,3.3,3.3.41,निवासचितिशरीरोपसमाधानेष्वादेश्च कः,0
998,3.0,3.3,3.3.42,संघे चानौत्तराधर्ये,0
999,3.0,3.3,3.3.43,कर्मव्यतिहारे णच् स्त्रियाम्,0
1000,3.0,3.3,3.3.44,अभिविधौ भाव इनुण्,0
1001,3.0,3.3,3.3.45,आक्रोशेऽवन्योर्ग्रहः,0
1002,3.0,3.3,3.3.46,प्रे लिप्सायाम्,0
1003,3.0,3.3,3.3.47,परौ यज्ञे,0
1004,3.0,3.3,3.3.48,नौ वृ धान्ये,0
1005,3.0,3.3,3.3.49,उदि श्रयतियौतिपूद्रुवः,0
1006,3.0,3.3,3.3.50,विभाषाऽऽङि रुप्लुवोः,1
1007,3.0,3.3,3.3.51,अवे ग्रहो वर्षप्रतिबन्धे,0
1008,3.0,3.3,3.3.52,प्रे वणिजाम्,0
1009,3.0,3.3,3.3.53,रश्मौ च,0
1010,3.0,3.3,3.3.54,वृणोतेराच्छादने,0
1011,3.0,3.3,3.3.55,परौ भुवोऽवज्ञाने,0
1012,3.0,3.3,3.3.56,एरच्,0
1013,3.0,3.3,3.3.57,ऋदोरप्‌,0
1014,3.0,3.3,3.3.58,ग्रहवृदृनिश्चिगमश्च,0
1015,3.0,3.3,3.3.59,उपसर्गेऽदः,0
1016,3.0,3.3,3.3.60,नौ ण च,0
1017,3.0,3.3,3.3.61,व्यधजपोरनुपसर्गे,0
1018,3.0,3.3,3.3.62,स्वनहसोर्वा,0
1019,3.0,3.3,3.3.63,यमः समुपनिविषु,0
1020,3.0,3.3,3.3.64,नौ गदनदपठस्वनः,0
1021,3.0,3.3,3.3.65,क्वणो वीणायां च,0
1022,3.0,3.3,3.3.66,नित्यं पणः परिमाणे,0
1023,3.0,3.3,3.3.67,मदोऽनुपसर्गे,0
1024,3.0,3.3,3.3.68,प्रमदसम्मदौ हर्षे,0
1025,3.0,3.3,3.3.69,समुदोरजः पशुषु,0
1026,3.0,3.3,3.3.70,अक्षेषु ग्लहः,0
1027,3.0,3.3,3.3.71,प्रजने सर्तेः,0
1028,3.0,3.3,3.3.72,ह्वः सम्प्रसारणं च न्यभ्युपविषु,0
1029,3.0,3.3,3.3.73,आङि युद्धे,0
1030,3.0,3.3,3.3.74,निपानमाहावः,0
1031,3.0,3.3,3.3.75,भावेऽनुपसर्गस्य,0
1032,3.0,3.3,3.3.76,हनश्च वधः,0
1033,3.0,3.3,3.3.77,मूर्तौ घनः,0
1034,3.0,3.3,3.3.78,अन्तर्घनो देशे,0
1035,3.0,3.3,3.3.79,अगारैकदेशे प्रघणः प्रघाणश्च,0
1036,3.0,3.3,3.3.80,उद्घनोऽत्याधानम्,0
1037,3.0,3.3,3.3.81,अपघनोऽङ्गम्,0
1038,3.0,3.3,3.3.82,करणेऽयोविद्रुषु,0
1039,3.0,3.3,3.3.83,स्तम्बे क च,0
1040,3.0,3.3,3.3.84,परौ घः,0
1041,3.0,3.3,3.3.85,उपघ्न आश्रये,0
1042,3.0,3.3,3.3.86,संघोद्घौ गणप्रशंसयोः,0
1043,3.0,3.3,3.3.87,निघो निमितम्,0
1044,3.0,3.3,3.3.88,ड्वितः क्त्रिः,0
1045,3.0,3.3,3.3.89,ट्वितोऽथुच्,0
1046,3.0,3.3,3.3.90,यजयाचयतविच्छप्रच्छरक्षो नङ्,0
1047,3.0,3.3,3.3.91,स्वपो नन्,0
1048,3.0,3.3,3.3.92,उपसर्गे घोः किः,0
1049,3.0,3.3,3.3.93,कर्मण्यधिकरणे च,0
1050,3.0,3.3,3.3.94,स्त्रियां क्तिन्,0
1051,3.0,3.3,3.3.95,स्थागापापचां भावे,0
1052,3.0,3.3,3.3.96,मन्त्रे वृषेषपचमनविदभूवीरा उदात्तः,0
1053,3.0,3.3,3.3.97,ऊतियूतिजूतिसातिहेतिकीर्तयश्च,0
1054,3.0,3.3,3.3.98,व्रजयजोर्भावे क्यप्‌,0
1055,3.0,3.3,3.3.99,संज्ञायां समजनिषदनिपतमनविदषुञ्शीङ्भृञिणः,0
1056,3.0,3.3,3.3.100,कृञः श च,0
1057,3.0,3.3,3.3.101,इच्छा,0
1058,3.0,3.3,3.3.102,अ प्रत्ययात्‌,0
1059,3.0,3.3,3.3.103,गुरोश्च हलः,0
1060,3.0,3.3,3.3.104,षिद्भिदादिभ्योऽङ्,0
1061,3.0,3.3,3.3.105,चिन्तिपूजिकथिकुम्बिचर्चश्च,0
1062,3.0,3.3,3.3.106,आतश्चोपसर्गे,0
1063,3.0,3.3,3.3.107,ण्यासश्रन्थो युच्,0
1064,3.0,3.3,3.3.108,रोगाख्यायां ण्वुल् बहुलम्,0
1065,3.0,3.3,3.3.109,संज्ञायाम्,0
1066,3.0,3.3,3.3.110,विभाषाऽऽख्यानपरिप्रश्नयोरिञ् च,1
1067,3.0,3.3,3.3.111,पर्यायार्हर्णोत्पत्तिषु ण्वुच्,0
1068,3.0,3.3,3.3.112,आक्रोशे नञ्यनिः,0
1069,3.0,3.3,3.3.113,कृत्यल्युटो बहुलम्,0
1070,3.0,3.3,3.3.114,नपुंसके भावे क्तः,0
1071,3.0,3.3,3.3.115,ल्युट् च,0
1072,3.0,3.3,3.3.116,कर्मणि च येन संस्पर्शात्‌ कर्तुः शरीरसुखम्,0
1073,3.0,3.3,3.3.117,करणाधिकरणयोश्च,0
1074,3.0,3.3,3.3.118,पुंसि संज्ञायां घः प्रायेण,0
1075,3.0,3.3,3.3.119,गोचरसंचरवहव्रजव्यजापणनिगमाश्च,0
1076,3.0,3.3,3.3.120,अवे तॄस्त्रोर्घञ्,0
1077,3.0,3.3,3.3.121,हलश्च,0
1078,3.0,3.3,3.3.122,अध्यायन्यायोद्यावसंहाराधारावयाश्च,0
1079,3.0,3.3,3.3.123,उदङ्कोऽनुदके,0
1080,3.0,3.3,3.3.124,जालमानायः,0
1081,3.0,3.3,3.3.125,खनो घ च,0
1082,3.0,3.3,3.3.126,ईषद्दुःसुषु कृच्छ्राकृच्छ्रार्थेषु खल्,0
1083,3.0,3.3,3.3.127,कर्तृकर्मणोश्च भूकृञोः,0
1084,3.0,3.3,3.3.128,आतो युच्,0
1085,3.0,3.3,3.3.129,छन्दसि गत्यर्थेभ्यः,0
1086,3.0,3.3,3.3.130,अन्येभ्योऽपि दृश्यते,0
1087,3.0,3.3,3.3.131,वर्तमानसामीप्ये वर्तमानवद्वा,0
1088,3.0,3.3,3.3.132,आशंसायां भूतवच्च,0
1089,3.0,3.3,3.3.133,क्षिप्रवचने लृट्,0
1090,3.0,3.3,3.3.134,आशंसावचने लिङ्,0
1091,3.0,3.3,3.3.135,नानद्यतनवत्‌ क्रियाप्रबन्धसामीप्ययोः,0
1092,3.0,3.3,3.3.136,भविष्यति मर्यादावचनेऽवरस्मिन्,0
1093,3.0,3.3,3.3.137,कालविभागे चानहोरात्राणाम्,0
1094,3.0,3.3,3.3.138,परस्मिन् विभाषा,1
1095,3.0,3.3,3.3.139,लिङ्‌निमित्ते लृङ् क्रियाऽतिपत्तौ,0
1096,3.0,3.3,3.3.140,भूते च,0
1097,3.0,3.3,3.3.141,वोताप्योः,0
1098,3.0,3.3,3.3.142,गर्हायां लडपिजात्वोः,0
1099,3.0,3.3,3.3.143,विभाषा कथमि लिङ् च,1
1100,3.0,3.3,3.3.144,किंवृत्ते लिङ्लृटौ,0
1101,3.0,3.3,3.3.145,अनवकॢप्त्यमर्षयोरकिंवृत्ते अपि,0
1102,3.0,3.3,3.3.146,किंकिलास्त्यर्थेषु लृट्,0
1103,3.0,3.3,3.3.147,जातुयदोर्लिङ्,0
1104,3.0,3.3,3.3.148,यच्चयत्रयोः,0
1105,3.0,3.3,3.3.149,गर्हायां च,0
1106,3.0,3.3,3.3.150,चित्रीकरणे च,0
1107,3.0,3.3,3.3.151,शेषे लृडयदौ,0
1108,3.0,3.3,3.3.152,उताप्योः समर्थयोर्लिङ्,0
1109,3.0,3.3,3.3.153,कामप्रवेदनेऽकच्चिति,0
1110,3.0,3.3,3.3.154,सम्भवानेऽलमिति चेत्‌ सिद्धाप्रयोगे,0
1111,3.0,3.3,3.3.155,विभाषा धातौ सम्भावनवचनेऽयदि,1
1112,3.0,3.3,3.3.156,हेतुहेतुमतोर्लिङ्,0
1113,3.0,3.3,3.3.157,इच्छार्थेषु लिङ्लोटौ,0
1114,3.0,3.3,3.3.158,समानकर्तृकेषु तुमुन्,0
1115,3.0,3.3,3.3.159,लिङ् च,0
1116,3.0,3.3,3.3.160,इच्छार्थेभ्यो विभाषा वर्तमाने,1
1117,3.0,3.3,3.3.161,विधिनिमन्‍त्रणामन्‍त्रणाधीष्‍टसंप्रश्‍नप्रार्थनेषु लिङ्,0
1118,3.0,3.3,3.3.162,लोट् च,0
1119,3.0,3.3,3.3.163,प्रैषातिसर्गप्राप्तकालेषु कृत्याश्च,0
1120,3.0,3.3,3.3.164,लिङ् चोर्ध्वमौहूर्तिके,0
1121,3.0,3.3,3.3.165,स्मे लोट्,0
1122,3.0,3.3,3.3.166,अधीष्टे च,0
1123,3.0,3.3,3.3.167,कालसमयवेलासु तुमुन्,0
1124,3.0,3.3,3.3.168,लिङ् यदि,0
1125,3.0,3.3,3.3.169,अर्हे कृत्यतृचश्च,0
1126,3.0,3.3,3.3.170,आवश्यकाधमर्ण्ययोर्णिनिः,0
1127,3.0,3.3,3.3.171,कृत्याश्च,0
1128,3.0,3.3,3.3.172,शकि लिङ् च,0
1129,3.0,3.3,3.3.173,आशिषि लिङ्लोटौ,0
1130,3.0,3.3,3.3.174,क्तिच्क्तौ च संज्ञायाम्,0
1131,3.0,3.3,3.3.175,माङि लुङ्,0
1132,3.0,3.3,3.3.176,स्मोत्तरे लङ् च,0
1133,3.0,3.4,3.4.1,धातुसम्बन्धे प्रत्ययाः,0
1134,3.0,3.4,3.4.2,क्रियासमभिहारे लोट्; लोटो हिस्वौ; वा च तध्वमोः,0
1135,3.0,3.4,3.4.3,समुच्चयेऽन्यतरस्याम्,0
1136,3.0,3.4,3.4.4,यथाविध्यनुप्रयोगः पूर्वस्मिन्,0
1137,3.0,3.4,3.4.5,समुच्चये सामान्यवचनस्य,0
1138,3.0,3.4,3.4.6,छन्दसि लुङ्लङ्लिटः,0
1139,3.0,3.4,3.4.7,लिङर्थे लेट्,0
1140,3.0,3.4,3.4.8,उपसंवादाशङ्कयोश्च,0
1141,3.0,3.4,3.4.9,तुमर्थे सेसेनसेअसेन्क्सेकसेनध्यैअध्यैन्कध्यैकध्यैन्शध्यैशध्यैन्तवैतवेङ्तवेनः,0
1142,3.0,3.4,3.4.10,प्रयै रोहिष्यै अव्यथिष्यै,0
1143,3.0,3.4,3.4.11,दृशे विख्ये च,0
1144,3.0,3.4,3.4.12,शकि णमुल्कमुलौ,0
1145,3.0,3.4,3.4.13,ईश्वरे तोसुन्कसुनौ,0
1146,3.0,3.4,3.4.14,कृत्यार्थे तवैकेन्केन्यत्वनः,0
1147,3.0,3.4,3.4.15,अवचक्षे च,0
1148,3.0,3.4,3.4.16,भावलक्षणे स्थेण्कृञ्वदिचरिहुतमिजनिभ्यस्तोसुन्,0
1149,3.0,3.4,3.4.17,सृपितृदोः कसुन्,0
1150,3.0,3.4,3.4.18,अलङ्खल्वोः प्रतिषेधयोः प्राचां क्त्वा,0
1151,3.0,3.4,3.4.19,उदीचां माङो व्यतीहारे,0
1152,3.0,3.4,3.4.20,परावरयोगे च,0
1153,3.0,3.4,3.4.21,समानकर्तृकयोः पूर्वकाले,0
1154,3.0,3.4,3.4.22,आभीक्ष्ण्ये णमुल् च,0
1155,3.0,3.4,3.4.23,न यद्यनाकाङ्क्षे,0
1156,3.0,3.4,3.4.24,विभाषाऽग्रेप्रथमपूर्वेषु,1
1157,3.0,3.4,3.4.25,कर्मण्याक्रोशे कृञः खमुञ्,0
1158,3.0,3.4,3.4.26,स्वादुमि णमुल्,0
1159,3.0,3.4,3.4.27,अन्यथैवंकथमित्थंसु सिद्धाप्रयोगश्चेत्‌,0
1160,3.0,3.4,3.4.28,यथातथयोरसूयाप्रतिवचने,0
1161,3.0,3.4,3.4.29,कर्मणि दृशिविदोः साकल्ये,0
1162,3.0,3.4,3.4.30,यावति विन्दजीवोः,0
1163,3.0,3.4,3.4.31,चर्मोदरयोः पूरेः,0
1164,3.0,3.4,3.4.32,वर्षप्रमाण ऊलोपश्चास्यान्यतरस्याम्,0
1165,3.0,3.4,3.4.33,चेले क्नोपेः,0
1166,3.0,3.4,3.4.34,निमूलसमूलयोः कषः,0
1167,3.0,3.4,3.4.35,शुष्कचूर्णरूक्षेषु पिषः,0
1168,3.0,3.4,3.4.36,समूलाकृतजीवेषु हन्कृञ्ग्रहः,0
1169,3.0,3.4,3.4.37,करणे हनः,0
1170,3.0,3.4,3.4.38,स्नेहने पिषः,0
1171,3.0,3.4,3.4.39,हस्ते वर्त्तिग्रहोः,0
1172,3.0,3.4,3.4.40,स्वे पुषः,0
1173,3.0,3.4,3.4.41,अधिकरणे बन्धः,0
1174,3.0,3.4,3.4.42,संज्ञायाम्,0
1175,3.0,3.4,3.4.43,कर्त्रोर्जीवपुरुषयोर्नशिवहोः,0
1176,3.0,3.4,3.4.44,ऊर्ध्वे शुषिपूरोः,0
1177,3.0,3.4,3.4.45,उपमाने कर्मणि च,0
1178,3.0,3.4,3.4.46,कषादिषु यथाविध्यनुप्रयोगः,0
1179,3.0,3.4,3.4.47,उपदंशस्तृतीयायाम्,0
1180,3.0,3.4,3.4.48,हिंसार्थानां च समानकर्मकाणाम्,0
1181,3.0,3.4,3.4.49,सप्तम्यां चोपपीडरुधकर्षः,0
1182,3.0,3.4,3.4.50,समासत्तौ,0
1183,3.0,3.4,3.4.51,प्रमाणे च,0
1184,3.0,3.4,3.4.52,अपादाने परीप्सायाम्,0
1185,3.0,3.4,3.4.53,द्वितीयायां च,0
1186,3.0,3.4,3.4.54,स्वाङ्गेऽध्रुवे,0
1187,3.0,3.4,3.4.55,परिक्लिश्यमाने च,0
1188,3.0,3.4,3.4.56,विशिपतिपदिस्कन्दां व्याप्यमानासेव्यमानयोः,0
1189,3.0,3.4,3.4.57,अस्यतितृषोः क्रियाऽन्तरे कालेषु,0
1190,3.0,3.4,3.4.58,नाम्न्यादिशिग्रहोः,0
1191,3.0,3.4,3.4.59,अव्ययेऽयथाभिप्रेताख्याने कृञः क्त्वाणमुलौ,0
1192,3.0,3.4,3.4.60,तिर्यच्यपवर्गे,0
1193,3.0,3.4,3.4.61,स्वाङ्गे तस्प्रत्यये कृभ्वोः,0
1194,3.0,3.4,3.4.62,नाधाऽर्थप्रत्यये च्व्यर्थे,0
1195,3.0,3.4,3.4.63,तूष्णीमि भुवः,0
1196,3.0,3.4,3.4.64,अन्वच्यानुलोम्ये,0
1197,3.0,3.4,3.4.65,शकधृषज्ञाग्लाघटरभलभक्रमसहार्हास्त्यर्थेषु तुमुन्,0
1198,3.0,3.4,3.4.66,पर्याप्तिवचनेष्वलमर्थेषु,0
1199,3.0,3.4,3.4.67,कर्तरि कृत्‌,0
1200,3.0,3.4,3.4.68,भव्यगेयप्रवचनीयोपस्थानीयजन्याप्लाव्यापात्या वा,0
1201,3.0,3.4,3.4.69,लः कर्मणि च भावे चाकर्मकेभ्यः.,0
1202,3.0,3.4,3.4.70,तयोरेव कृत्यक्तखलर्थाः,0
1203,3.0,3.4,3.4.71,अदिकर्मणि क्तः कर्तरि च,0
1204,3.0,3.4,3.4.72,गत्यर्थाकर्मकश्लिषशीङ्स्थाऽऽसवसजनरुहजीर्यतिभ्यश्च,0
1205,3.0,3.4,3.4.73,दाशगोघ्नौ सम्प्रदाने,0
1206,3.0,3.4,3.4.74,भीमादयोऽपादाने,0
1207,3.0,3.4,3.4.75,ताभ्यामन्यत्रोणादयः,0
1208,3.0,3.4,3.4.76,क्तोऽधिकरणे च ध्रौव्यगतिप्रत्यवसानार्थेभ्यः,0
1209,3.0,3.4,3.4.77,लस्य,0
1210,3.0,3.4,3.4.78,तिप्तस्झिसिप्थस्थमिब्वस्मस् तातांझथासाथांध्वमिड्वहिमहिङ्,0
1211,3.0,3.4,3.4.79,टित आत्मनेपदानां टेरे,0
1212,3.0,3.4,3.4.80,थासस्से,0
1213,3.0,3.4,3.4.81,लिटस्तझयोरेशिरेच्,0
1214,3.0,3.4,3.4.82,परस्मैपदानां णलतुसुस्थलथुसणल्वमाः,0
1215,3.0,3.4,3.4.83,विदो लटो वा,0
1216,3.0,3.4,3.4.84,ब्रुवः पञ्चानामादित आहो ब्रुवः,0
1217,3.0,3.4,3.4.85,लोटो लङ्वत्‌,0
1218,3.0,3.4,3.4.86,एरुः,0
1219,3.0,3.4,3.4.87,सेर्ह्यपिच्च,0
1220,3.0,3.4,3.4.88,वा छन्दसि,0
1221,3.0,3.4,3.4.89,मेर्निः,0
1222,3.0,3.4,3.4.90,आमेतः,0
1223,3.0,3.4,3.4.91,सवाभ्यां वामौ,0
1224,3.0,3.4,3.4.92,आडुत्तमस्य पिच्च,0
1225,3.0,3.4,3.4.93,एत ऐ,0
1226,3.0,3.4,3.4.94,लेटोऽडाटौ,0
1227,3.0,3.4,3.4.95,आत ऐ,0
1228,3.0,3.4,3.4.96,वैतोऽन्यत्र,0
1229,3.0,3.4,3.4.97,इतश्च लोपः परस्मैपदेषु,0
1230,3.0,3.4,3.4.98,स उत्तमस्य,0
1231,3.0,3.4,3.4.99,नित्यं ङितः,0
1232,3.0,3.4,3.4.100,इतश्च,0
1233,3.0,3.4,3.4.101,तस्थस्थमिपां तांतंतामः,0
1234,3.0,3.4,3.4.102,लिङस्सीयुट्,0
1235,3.0,3.4,3.4.103,यासुट् परस्मैपदेषूदात्तो ङिच्च,0
1236,3.0,3.4,3.4.104,किदाशिषि,0
1237,3.0,3.4,3.4.105,झस्य रन्,0
1238,3.0,3.4,3.4.106,इटोऽत्‌,0
1239,3.0,3.4,3.4.107,सुट् तिथोः,0
1240,3.0,3.4,3.4.108,झेर्जुस्,0
1241,3.0,3.4,3.4.109,सिजभ्यस्तविदिभ्यः च,0
1242,3.0,3.4,3.4.110,आतः,0
1243,3.0,3.4,3.4.111,लङः शाकटायनस्यैव,0
1244,3.0,3.4,3.4.112,द्विषश्च,0
1245,3.0,3.4,3.4.113,तिङ्शित्सार्वधातुकम्,0
1246,3.0,3.4,3.4.114,आर्द्धधातुकं शेषः,0
1247,3.0,3.4,3.4.115,लिट् च,0
1248,3.0,3.4,3.4.116,लिङाशिषि,0
1249,3.0,3.4,3.4.117,छन्दस्युभयथा,0
1250,4.0,4.1,4.1.1,ङ्याप्प्रातिपदिकात्‌,0
1251,3.0,4.1,4.1.2,स्वौजसमौट्छष्टाभ्याम्भिस्ङेभ्याम्भ्यस्ङसिभ्याम्भ्यस्ङसोसाम्ङ्योस्सुप्‌,0
1252,4.0,4.1,4.1.3,स्त्रियाम्,0
1253,4.0,4.1,4.1.4,अजाद्यतष्टाप्‌,0
1254,4.0,4.1,4.1.5,ऋन्नेभ्यो ङीप्‌,0
1255,4.0,4.1,4.1.6,उगितश्च,0
1256,4.0,4.1,4.1.7,वनो र च,0
1257,4.0,4.1,4.1.8,पादोऽन्यतरस्याम्,0
1258,4.0,4.1,4.1.9,टाबृचि,0
1259,4.0,4.1,4.1.10,न षट्स्वस्रादिभ्यः,0
1260,4.0,4.1,4.1.11,मनः,0
1261,4.0,4.1,4.1.12,अनो बहुव्रीहेः,0
1262,4.0,4.1,4.1.13,डाबुभाभ्यामन्यतरस्याम्‌,0
1263,4.0,4.1,4.1.14,अनुपसर्जनात्‌,0
1264,4.0,4.1,4.1.15,टिड्ढाणञ्द्वयसज्दघ्नञ्मात्रच्तयप्ठक्ठञ्कञ्क्वरपः,0
1265,4.0,4.1,4.1.16,यञश्च,0
1266,4.0,4.1,4.1.17,प्राचां ष्फ तद्धितः,0
1267,4.0,4.1,4.1.18,सर्वत्र लोहितादिकतान्तेभ्यः,0
1268,4.0,4.1,4.1.19,कौरव्यमाण्डूकाभ्यां च,0
1269,4.0,4.1,4.1.20,वयसि प्रथमे,0
1270,4.0,4.1,4.1.21,द्विगोः,0
1271,4.0,4.1,4.1.22,अपरिमाणबिस्ताचितकम्बल्येभ्यो न तद्धितलुकि,0
1272,4.0,4.1,4.1.23,काण्डान्तात्‌ क्षेत्रे,0
1273,4.0,4.1,4.1.24,पुरुषात्‌ प्रमाणेऽन्यतरस्याम्,0
1274,4.0,4.1,4.1.25,बहुव्रीहेरूधसो ङीष्।,0
1275,4.0,4.1,4.1.26,संख्याऽव्ययादेर्ङीप्‌,0
1276,4.0,4.1,4.1.27,दामहायनान्ताच्च,0
1277,4.0,4.1,4.1.28,अन उपधालोपिनोन्यतरस्याम्,0
1278,4.0,4.1,4.1.29,नित्यं संज्ञाछन्दसोः,0
1279,4.0,4.1,4.1.30,केवलमामकभागधेयपापापरसमानार्यकृत-सुमङ्गलभेषजाच्च,0
1280,4.0,4.1,4.1.31,रात्रेश्चाजसौ,0
1281,4.0,4.1,4.1.32,अन्तर्वत्पतिवतोर्नुक्,0
1282,4.0,4.1,4.1.33,पत्युर्नो यज्ञसंयोगे,0
1283,4.0,4.1,4.1.34,विभाषा सपूर्वस्य,1
1284,4.0,4.1,4.1.35,नित्यं सपत्न्य्आदिषु,0
1285,4.0,4.1,4.1.36,पूतक्रतोरै च,0
1286,4.0,4.1,4.1.37,वृषाकप्यग्निकुसितकुसीदानामुदात्तः,0
1287,4.0,4.1,4.1.38,मनोरौ वा,0
1288,4.0,4.1,4.1.39,वर्णादनुदात्तात्तोपधात्तो नः,0
1289,4.0,4.1,4.1.40,अन्यतो ङीष्।,0
1290,4.0,4.1,4.1.41,षिद्गौरादिभ्यश्च,0
1291,4.0,4.1,4.1.42,जानपदकुण्डगोणस्थलभाजनागकालनीलकुशकामुककबराद्वृत्त्यमत्रावपनाकृत्रिमाश्राणास्थौल्यवर्णानाच्छादनायोविकारमैथुनेच्छाकेशवेशेषु,0
1292,4.0,4.1,4.1.43,शोणात्‌ प्राचाम्,0
1293,4.0,4.1,4.1.44,वोतो गुणवचनात्‌,0
1294,4.0,4.1,4.1.45,बह्वादिभ्यश्च,0
1295,4.0,4.1,4.1.46,नित्यं छन्दसि,0
1296,4.0,4.1,4.1.47,भुवश्च,0
1297,4.0,4.1,4.1.48,पुंयोगादाख्यायाम्,0
1298,4.0,4.1,4.1.49,इन्द्रवरुणभवशर्वरुद्रमृडहिमारण्ययवयवनमातुलाचार्याणामानुक्,0
1299,4.0,4.1,4.1.50,क्रीतात्‌ करणपूर्वात्‌,0
1300,4.0,4.1,4.1.51,क्तादल्पाख्यायाम्,0
1301,4.0,4.1,4.1.52,बहुव्रीहेश्चान्तोदात्तात्‌,0
1302,4.0,4.1,4.1.53,अस्वाङ्गपूर्वपदाद्वा,0
1303,4.0,4.1,4.1.54,स्वाङ्गाच्चोपसर्जनादसंयोगोपधात्‌,0
1304,4.0,4.1,4.1.55,नासिकोदरौष्ठजङ्घादन्तकर्णशृङ्गाच्च,0
1305,4.0,4.1,4.1.56,न क्रोडादिबह्वचः,0
1306,4.0,4.1,4.1.57,सहनञ्विद्यमानपूर्वाच्च,0
1307,4.0,4.1,4.1.58,नखमुखात्‌ संज्ञायाम्,0
1308,4.0,4.1,4.1.59,दीर्घजिह्वी च च्छन्दसि,0
1309,4.0,4.1,4.1.60,दिक्पूर्वपदान्ङीप्‌,0
1310,4.0,4.1,4.1.61,वाहः,0
1311,4.0,4.1,4.1.62,सख्यशिश्वीति भाषायाम्,0
1312,4.0,4.1,4.1.63,जातेरस्त्रीविषयादयोपधात्‌,0
1313,4.0,4.1,4.1.64,पाककर्णपर्णपुष्पफलमूलबालोत्तरपदाच्च,0
1314,4.0,4.1,4.1.65,इतो मनुष्यजातेः,0
1315,4.0,4.1,4.1.66,ऊङुतः,0
1316,4.0,4.1,4.1.67,बाह्वन्तात्‌ संज्ञायाम्,0
1317,4.0,4.1,4.1.68,पङ्गोश्च,0
1318,4.0,4.1,4.1.69,ऊरूत्तरपदादौपम्ये,0
1319,4.0,4.1,4.1.70,संहितशफलक्षणवामादेश्च,0
1320,4.0,4.1,4.1.71,कद्रुकमण्डल्वोश्छन्दसि,0
1321,4.0,4.1,4.1.72,संज्ञायाम्,0
1322,4.0,4.1,4.1.73,शार्ङ्गरवाद्यञो ङीन्,0
1323,4.0,4.1,4.1.74,यङश्चाप्‌,0
1324,4.0,4.1,4.1.75,आवट्याच्च,0
1325,4.0,4.1,4.1.76,तद्धिताः,0
1326,4.0,4.1,4.1.77,यूनस्तिः,0
1327,4.0,4.1,4.1.78,अणिञोरनार्षयोर्गुरूपोत्तमयोः ष्यङ् गोत्रे,0
1328,4.0,4.1,4.1.79,गोत्रावयवात्‌,0
1329,4.0,4.1,4.1.80,क्रौड्यादिभ्यश्च,0
1330,4.0,4.1,4.1.81,दैवयज्ञिशौचिवृक्षिसात्यमुग्रिकाण्ठेविद्धिभ्योऽन्यतरस्याम्,0
1331,4.0,4.1,4.1.82,समर्थानां प्रथमाद्वा,0
1332,4.0,4.1,4.1.83,प्राग्दीव्यतोऽण्,0
1333,4.0,4.1,4.1.84,अश्वपत्यादिभ्यश्च,0
1334,4.0,4.1,4.1.85,दित्यदित्यादित्यपत्युत्तरपदाण्ण्यः,0
1335,4.0,4.1,4.1.86,उत्सादिभ्योऽञ्,0
1336,4.0,4.1,4.1.87,स्त्रीपुंसाभ्यां नञ्स्नञौ भवनात्‌,0
1337,4.0,4.1,4.1.88,द्विगोर्लुगनपत्ये,0
1338,4.0,4.1,4.1.89,गोत्रेऽलुगचि,0
1339,4.0,4.1,4.1.90,यूनि लुक्,0
1340,4.0,4.1,4.1.91,फक्फिञोरन्यतरस्याम्,0
1341,4.0,4.1,4.1.92,तस्यापत्यम्,0
1342,4.0,4.1,4.1.93,एको गोत्रे,0
1343,4.0,4.1,4.1.94,गोत्राद्यून्यस्त्रियाम्,0
1344,4.0,4.1,4.1.95,अत इञ्,0
1345,4.0,4.1,4.1.96,बाह्वादिभ्यश्च,0
1346,4.0,4.1,4.1.97,सुधातुरकङ् च,0
1347,4.0,4.1,4.1.98,गोत्रे कुञ्जादिभ्यश्च्फञ्,0
1348,4.0,4.1,4.1.99,नडादिभ्यः फक्,0
1349,4.0,4.1,4.1.100,हरितादिभ्योऽञः,0
1350,4.0,4.1,4.1.101,यञिञोश्च,0
1351,4.0,4.1,4.1.102,शरद्वच्छुनकदर्भाद्भृगुवत्साग्रायणेषु,0
1352,4.0,4.1,4.1.103,द्रोणपर्वतजीवन्तादन्यतरयाम्,0
1353,4.0,4.1,4.1.104,अनृष्यानन्तर्ये बिदादिभ्योऽञ्,0
1354,4.0,4.1,4.1.105,गर्गादिभ्यो यञ्,0
1355,4.0,4.1,4.1.106,मधुबभ्र्वोर्ब्राह्मणकौशिकयोः,0
1356,4.0,4.1,4.1.107,कपिबोधादाङ्गिरसे,0
1357,4.0,4.1,4.1.108,वतण्डाच्च,0
1358,4.0,4.1,4.1.109,लुक् स्त्रियाम्,0
1359,4.0,4.1,4.1.110,अश्वादिभ्यः फञ्,0
1360,4.0,4.1,4.1.111,भर्गात्‌ त्रैगर्ते,0
1361,4.0,4.1,4.1.112,शिवादिभ्योऽण्,0
1362,4.0,4.1,4.1.113,अवृद्धाभ्यो नदीमानुषीभ्यस्तन्नामिकाभ्यः,0
1363,4.0,4.1,4.1.114,ऋष्यन्धकवृष्णिकुरुभ्यश्च,0
1364,4.0,4.1,4.1.115,मातुरुत्‌ संख्यासम्भद्रपूर्वायाः,0
1365,4.0,4.1,4.1.116,कन्यायाः कनीन च,0
1366,4.0,4.1,4.1.117,विकर्णशुङ्गच्छगलाद्वत्सभरद्वाजात्रिषु,0
